city,iata
Malaga,
Carepa,
Puerto Leguizamo,LQM
La Mina-Maicao,MCJ
La Pedrera,LPD
Leticia,LET
Madrid,
Medellin,EOH
Melgar,
Miraflores,MFS
Magangue,MGN
Maicao,
Montelibano,MTB
Mani,
Mompos,
Monteria,MTR
Mitu,MVP
Manizales,MZL
Necocli,NCI
Nuqui,NQU
Neiva,NVA
Ocana,OCV
Orocue,ORC
Puerto Lopez,
Orito,
El Rhin,
Paipa,
Portete,
Puerto Carreno,PCR
Puerto Inirida,PDA
Pereira,PEI
Puerto Gaitan,
Pitalito,PTX
Plato,PLT
Armenia,NAR
Popayan,PPN
La Dorada,PQE
Puerto Berrio,PBE
Pasto,PSO
Providencia,PVA
Paz De Ariporo,PZA
Mariquita,MQU
Rionegro,MDE
Riohacha,RCH
Los Colonizadores,
,
San Gil,
Mani,
San Jose Del Guaviare,SJE
Santa Marta,SMR
Sogamoso,SOX
San Andres,ADZ
San Vicente Del Caguan,SVI
Tauramena,TAU
Tibu,TIB
Trinidad,TDA
Las Ceibas,
Tunja,
Tolu,TLU
Tame,TME
Tres Esquinas,TQS
Turbo,TRB
Marandua,
Arauca,AUC
Quibdo,UIB
Tulua,ULQ
Urrao,URR
Villa Garzon,
Velasquez,
Villanueva,
Valledupar,VUP
Villavicencio,VVC
San Vicente Del Caguan,AYG
El Yopal,EYP
Cordillera,
El Banado,MHW
Gral. Ballivian,
Ballivian,
Apolo,APB
Campero,
Ascension de Guarayos,ASC
Baures,BVL
Carrasco,
Madre De Dios,
Ballivian,
Bermejo,BJO
Mamore,
Itenes,
Itenes,
Ballivian,
De Montano,
Camiri,CAM
Cochabamba,CBB
Copacabana,
Gutierrez,
Cordillera,
Cordillera,
Chimore,
Gran Chaco,
Abaroa,
Yacuma,
Charana,
Cobija,CIJ
Concepcion,CEP
M. Caballero,
Nor Lipez,
Mamore,
Sud Cinti,
Ballivian,
Iturralde,
A. Ibanez,
Ichilo,
Yacuma,
Yacuma,
Yacuma,
Tesoro,
Yacuma,
Mamore,
Cordillera,
Tesoro,
Yacuma,
Yacuma,
Hernando Siles,
Poopo,
Santa Cruz,SRZ
Ballivian,
Moxos,
Ballivian,
Moira,
Moxos,
Moxos,
Cordillera,
Guayaramerin,GYA
Itenes,
H. Silez,
Itenes,BVK
Parapeti,
Ballivian,
Moxos,
Florida,
Itenes,
Cordillera,
Iturralde,
La Joya,
Cordillera,
Madre De Dios,
San Jose de Chiquitos,SJS
Cercado,
San Joaquin,SJB
Yacuma,
San Javier,SJV
Yacuma,
Itenes,
Ballivian,
Los Andes,
Ballivian,
La Paz / El Alto,LPB
L. Cabrera,
Caraparicito,
Moxos,
Velasco,
Iturralde,
Cordillera,
Magdalena,MGD
Velasco,
Manuripi,
Valle Grande,
Mizque,
Chiquitos,
Yacuma,
Yacuma,
Oruro,ORU
Guanacos,
Velasco,
Moxos,
Moxos,
J. Mendoza,
Yacuma,
Velasco,
Potosi,POI
Puerto Rico/Manuripi,PUR
Puerto Suarez,PSZ
Luis Calvo,
Sanja Honda,
Ballivian,
San Ramon / Mamore,SRD
Robore,RBO
Velasco,
Yacuma,
Riberalta,RIB
Yacuma,
Carangas,
Rurenabaque,RBQ
Yacuma,
Campo Ingelmeco,
Yacuma,
German Busch,
Reyes,REY
Santa Ana del Yacuma,SBL
San Borja,SRJ
Yacuma,
Angel Sandoval,
Beni,
Yacuma,
Sud Yungas,
San Ignacio de Velasco,SNG
Ladislao Cabrera,
A. Ibanez,
San Ignacio de Moxos,SNM
Gran Chaco,
Gran Chaco,
Santiago de Chiquitos,
Santa Rosa,SRB
Cordillera,
Sucre,SRE
Cordillera,
Chiquitos,
Larecaja,
Moxos,
San Matias,MQK
Tarija,TJA
Nor Lipez,
Oruro,
Trinidad,TDD
Sajama,
San Rafael,
Franz Tamayo,
Yacuma,
Sud Chichas,
Cordillera,
Oruro,
Ballivian,
Franz Tamayo,
Quijarro,UYU
Aroma,
Sud Yungas,
Yacuma,
Vallegrande,VAH
Nor Yungas,
Villamontes,VLM
Yacuma,
Santa Cruz,VVI
Tesoro,
Luis Calvo,
Mamore,
M.Omiste,
Yacuiba,BYC
Las Juntas,
Ichilo,
Moxos,
Ichilo,
Nacif,
Itenes,
Velasco,
Afobakka,
Albina,ABN
Botopasi,BTO
Awaradam,AAJ
Coeroeni,
Totness,TOT
Lawa Cottica,
Drietabbetje,DRJ
Djumu-Djomoe,DOE
Aurora,LDO
Alalapadi,
Pikienkondre of Miranda,
Zandery,PBM
Kabalebo,
Kayserberg,
Moengo,MOJ
Nieuw Nickerie,ICK
Paloemeu,OEM
Poesoegroenoe,
Sipaliwini,
Kwamalasoemoetoe Airport,
Stoelmanseiland,SMZ
Benzdorp,
Tafelberg,
Kasikasima,KCB
Wageningen Airport,AGI
Washabo,WSO
Paramaribo,ORG
Salina,
Kanorado,
Lenora,
Emporia,
Halstead,
Beaumont,
Burrton,
Minneapolis,
Belle Plaine,
Meade,
Cheney,
Agricola,
Kechi,
Ashland,
Augusta,
Augusta,
Augusta,
Baldwin City,
Basehor,
Smith Center,
Big Bow,
Blue Mound,
Bonner Springs,
Brookville,
Burdett,
Belle Plaine,
Clay Center,
Clearwater,
Conway Springs,
Elmdale,
Delphos,
Derby,
Girard,
Ottawa,
Effingham,
Elk City,
Lawrence,
Benton,
Eskridge,
Byers,
Randall,
Dresden,
Douglass,
Fredonia,
Friend,
Ottawa,
El Dorado,
Gardner,
Goddard,
Bentley,
Haviland,
Goddard,
Goddard,
Gove,
Great Bend,
Valley Center,
Hammond,
Harper,
Harper,
Harris,
Highland,
Hutchinson,
Johnson,
Bucyrus,
Piper,
Lansing,
Leavenworth,
Wellsville,
Leoti,
Liberal,
Louisburg,
Louisburg,
Mc Louth,
Madison,
Manhattan,
Miller,
Minneola,
Sylvia,
Moscow,
Satanta,
Olsburg,
Araripina,
Xinguara,
Gurupi,
Arcoverde,
Agua Comprida,
Araguari,
Adustina,
Alto Parnaiba,APY
Paragominas,
Arapiraca,APQ
Santo Antonio Do Amparo,
Janauba,
Almenara,AMJ
Tres Marias,
Aracati,
Aracaju,
Juazeiro,
Conquista,
Sao Felix Do Xingu,
Amargosa,
Luis Eduardo Magalhaes,
Barra Do Corda,BDC
Juazeiro,
Paranatinga,
Baixo Guandu,
Bacabal,
Belo Jardim,
Belmonte,BVM
Muriae,
Portel,
Boquira,
Barreiras,BRA
Balsas,BSS
Benedito Leite,
Brumado,BMS
Ipixuna Do Para,
Baiao,
Barra,BQQ
Bambui,
Paramirim,
Campo Belo,
Prainha,
Calcoene,
Campo Do Meio,
Altamira,
Campos Gerais,
Capanema,
Santarem,
Cairu,
Carutapera,CTP
Euclides Da Cunha,
Campos Sales,
Caratinga,
Cururupu,CPU
Campina Verde,
Alcantara,
Colatina,QCH
Coruripe,
Ponte Nova,
Ruropolis,
Redencao,RDC
Igarape Do Meio,
Santa Ines,
Barreiras,
Itaituba,
Santana Dos Brejos,
Leopoldina,LEP
Paracatu,
Acara,
Sao Desiderio,
Timon,
Diamantina,DTI
Capitolio,
Divinopolis,DIQ
Encruzilhada,
Coruripe,
Estrela Do Sul,
Paragominas,
Porto Seguro,
Canavieiras,CNV
Camacari,
Itaituba,
Camanducaia,
Dom Bosco,
Belterra,
Recife,
Fortuna,
Neropolis,
Esplanada,
Euclides Da Cunha,
Carneirinho,
Brejoes,
Novo Brasil,
Unai,
Pontes E Lacerda,
Buritizeiro,
Alfenas,
Fortaleza,
Capitao Poco,
Ponta Pora,
Tupaciguara,
Jacareacanga,
Francisco Sa,
Itaituba,
Jardinopolis,
Formiga,
Sorriso,
Sao Sebastiao Da Bela Vista,
Belem De Sao Francisco,
Barreiras,
Itubera,
Frutal,
Simoes Filho,
Sao Joao Do Piaui,
Sao Felix Do Xingu,SXX
Bocaiuva,
Guarapari,GUZ
Gilbues,
Itaituba,
Guadalupe,GDP
Bom Jesus Do Gurgueia,
Guanhaes,
Guanambi,GNM
Grajau,
Monte Alegre De Minas,
Uberlandia,GMS
Garanhuns,QGP
Uberlandia,
Tupaciguara,
Rondon Do Para,
Gorotire,
Maceio,
Gentio De Ouro,
Gurupa,
Paragominas,
Guaxupe,
Uberlandia,
Uberaba,
Sandolandia,
Jose Bonifacio,
Itapecerica,
Joao Pinheiro,
Pedra Azul,
Itaberaba,
Salto Da Divisa,
Perdizes,
Serra Talhada,
Itinga Do Maranhao,
Santa Luzia,
Paracatu,
Igarape-Acu,
Itaberaba,
Irece,IRE
Caetite,
Itaituba,
Iguatu,QIG
Itaituba,
Itamarandiba,
Prainha,
Cipo,
Itapetinga,QIT
Parnarama,
Caxias,
Ibotirama,
Ipiau,IPU
Ipiacu,
Campos De Julio,
Ibimirim,
Vilhena,
Jardim De Angicos,
Jacobina,JCM
Ribamar Fiquene,
Feira De Santana,FEC
Jaborandi,
Nova Crixas,
Sao Jose Do Jacuipe,
Jequitai,
Dois Irmaos Do Buriti,
Jequie,JEQ
Juiz De Fora,
Manhuacu,
Januaria,JNA
Joao Pessoa,
Joao Pinheiro,
Jequitinhonha,
Sao Joao Del Rei,JDR
Jardim Do Serido,
Janauba,
Sao Joao Da Ponte,
Sacramento,
Sao Felix Do Xingu,
Campina Grande,
Cocos,
Conceicao Do Mato Dentro,
Santana Do Araguaia,CMP
Conselheiro Lafaiete,QDF
Creputia,
Cachoeiro Do Itapemirim,CDI
Cumaru Do Norte,
Caico,
Colinas,
Currais Novos,QCP
Brotas De Macaubas,
Ipixuna Do Para,
Corrente,
Santa Rita De Cassia,
Itaituba,
Canudos,
Tartarugalzinho,
Iacri,
Moju,
Paragominas,
Navirai,
Canaa Dos Carajas,
Livramento Do Brumado,LVB
Las Casas,
Itaituba,
Campo Florido,
Jaboticatubas,
Lajinha,
Abaete,
Aripuana,
Aripuana,
Porto Esperidiao,
Linhares,
Sao Lourenco,SSO
Nova Crixas,
Paulistana,
Laranjeiras,
Lavrinhas,
Rondon Do Para,
Lagoa Da Prata,
Divinopolis Do Tocantins,
Monte Alegre,MTE
Mombaca,
Macaubas,
Itaituba,
Mata De Sao Joao,
Monte Belo,
Jaguarari,
Maracas,
Jaiba,
Rio Largo,
Morada Nova De Minas,
Minas Novas,
Morada Nova,
Paracatu,
Marau,
Monte Santo De Minas,
Mucuri,MVS
Alcinopolis,
Aripuana,
Sao Mateus,SBJ
Porto De Moz,PTQ
Paracatu,
Ipixuna Do Para,
Ituiutaba,
Sao Joao Nepomuceno,
Teresina,
Carinhanha,
Mata De Sao Joao,
Iaciara,
Matias Cardoso,
Guarapuava,
Comodoro,
Nilo Pecanha,
Porto Murtinho,
Matias Cardoso,
Nova Ponte,
Nanuque,NNU
Pedra Preta,
Corumbiara,
Comodoro,
Caracol,
Sobral,QBX
Morro Do Chapeu,
Estancia,
Oeiras,
Ouro Fino,
Ceara-Mirim,
Juara,
Alta Floresta,
Aurora Do Para,
Vila Bela Da Santissima Trindade,
Sorriso,
Propria,
Tacuru,
Passos,PSW
Comodoro,
Feijo,
Coruripe,
Martinopolis,
Oriximina,ORX
Ouricuri,
Paco Do Lumiar,
Para De Minas,
Pastos Bons,
Picos,PCS
Patos De Minas,POJ
Penedo,
Parnarama,
Piata,
Patrocinio,
Santa Mercedes,
Palmeiras,
Lavinia,
Pompeu,
Cairu,
Pesqueira,
Buritis,
Passa Tempo,
Paraguacu,
Piaus,
Pirapora,PIV
Sao Sebastiao Do Paraiso,
Pedra Azul,
Paragominas,
Paragominas,
Sousa,
Parauapebas,
Floriano,FLB
Diamantino,
Corumba,
Caceres,
Queimadas,
Bodoquena,
Magda,
Pocone,
Ivinhema,
Umuarama,
Mucuge,
Curvelo,
Jacareacanga,
Quixada,
Aral Moreira,
Pratinha,
Itaituba,
Prado,PDF
Serra Dourada,
Boa Esperanca,
Brejo,
Remanso,
Getulina,
Rio Paranaiba,
Jacareacanga,
Novo Repartimento,
Russas,
Caruaru,CAU
Sapucaia,
Miracema Do Tocantins,
Riachao,
Vazante,
Sao Bento,
Sacramento,
Sao Desiderio,
Sento Se,
Porto Murtinho,
Salgueiro,
Santarem,
Santa Maria Do Suacui,
Sapezal,
Almeirim,
Salinopolis,
Serro,
Guarda-Mor,
Salinas,
Souto Soares,
Xinguara,
Eldorado,
Soure,SFK
Ilha Solteira,
Bonito,
Maracaju,
Pompeia,
Afogados Da Ingazeira,
Teresina,
Natalandia,
Teixeira De Freitas,
Afranio,
Obidos,OBI
Itaituba,
Monte Carmelo,
Tamboril,
Turmalina,
Teofilo Otoni,TFL
Tailandia,
Buritirama,
Piritiba,
Patos,
Felixlandia,
Turiacu,
Taiobeiras,
Teotonio Vilela,
Cururupu,
Correntina,
Uba,
Acu,
Urbano Santos,
Uberaba,
Vila Bela Da Santissima Trindade,
Piumhi,
Aracuai,
Santa Maria Da Boa Vista,
Buritizeiro,
Ribas Do Rio Pardo,
Sao Jose Do Egito,
Unai,
Campo Alegre,
Delta,
Utinga,
Uaua,
Anaurilandia,
Sertania,
Ribas Do Rio Pardo,
Buritis,
Coruripe,
Cumaru Do Norte,
Valenca,VAL
Vicosa,
Santa Maria Da Vitoria,
Conceicao Das Alagoas,
Caceres,
Tres Coracoes,QID
Jauru,
Tres Lagoas,
Virgem Da Lapa,
Brasilandia,
Rubiacea,
Carneirinho,
Santa Fe,
Piraque,
Vera Cruz,
Breves,BVS
Cassia,
Valente,
Nova Lacerda,
Paranhos,
Varzea Da Palma,
Coruripe,
Mirandopolis,
Camocim,CMC
Iguatemi,
Corumba,
Ponta Pora,
Itaquirai,
Querencia Do Norte,
Comodoro,
Araputanga,
Pedra Preta,
Apore,
Ilha Solteira,
Pedra Preta,
Amambai,
Uniao Dos Palmares,
Senador Jose Porfirio,
Crateus,
Aral Moreira,
Atalaia,
Machado,
Caxambu,
Itaituba,
Corumba,
Sapucaia,
Codo,
Pereira Barreto,
Sao Felix Do Xingu,
Querencia,
Altamira,
Balsas,
Novo Progresso,
Xique-Xique,
Itaituba,
Barra De Santo Antonio,QXC
Colniza,
Chaves,
Maxaranguape,
Portel,
Almeirim,
Ituiutaba,
Itaituba,
Pilao Arcado,
Pinheiro,PHI
Tasso Fragoso,
Cumaru Do Norte,ITI
Unai,
Jacareacanga,
Varjao De Minas,
Sao Romao,
Prata,
Riachinho,
Benevides,
Itaituba,
Itaituba,
Joao Pinheiro,
Ituacu,
Iturama,
Moju,
Guimaraes,
Cascavel,
Russas,
Pouso Alegre,PPY
Iguatemi,
Montividiu Do Norte,
Altamira,
Soure,
Alto Parnaiba,
Itacarambi,
Novo Horizonte,
Touros,
Pocoes,
Itaituba,
Paracatu,
Paragominas,
Tome Acu,
Ulianopolis,
Itubera,
Tupa,
Coruripe,
Cayenne / Rochambeau,CAY
Grand-Santi,
Malin,
Maripasoula,MPY
Saint-Georges-de-l'Oyapock Airport,OXP
Saint-Laurent-du-Maroni,LDX
Regina,REI
Saul,XAU
Sinnamary,
Ancash,
Huancabamba,
Bagua,
Aguaytia,
Pataz,
El Dorado,
Camana,
Sullana,
San Juan Aposento,APE
Picota,
Fortaleza,ALD
Andoas,AOP
Aguas Calientes,
Atalaya,ATG
Barranca,
Moyobamba,MBP
Caballococha,
Bellavista,BLP
La Bella Union,
Iberia,IBP
Jeberos,
Obenteni,
Bayovar,
Ciudad Constitucion,
Ascope,
Tocache,
Pucallpa,PCL
Contamana,
Cunocuno,
Pucacaca,
Acari,
Chota,
Mollendo,
Corrientes,
Loreto,
,
Iscozasin,
Chimbote,CHM
Esperanza,
Moquegua,
Oxapampa,
Fausa,
,
Tingo Maria,TGI
,
Cajamarca,
Puerto Victoria,
Bagua,
Chincha,
Puerto Chala,
Chiclayo,CIX
<Olmos,
Ayacucho,AYP
Huancayo,
Huanuco Viejo,
Andahuaylas,ANS
Anta,ATA
Ica,
Quince Mil,UMI
Inapari,
Satipo,
Pillcopata,
Pataz,
Paita Wesr,
Yauri,
Uchiza,UCZ
Rioja,RIJ
Pampa Grande,
Lima,LIM
Jaen,
Juanjui,JJI
Jauja,JAU
Juliaca,JUL
San Juan de Marcona,SJA
Cajamarca,CJA
Luisiana,
La Joya,
Celendin,
Lagarto,
Rodriguez de Mendoza,RIM
Ilo,ILQ
Chorrillos,
Zorrillos,
Lobitos,
Tumbes,TBP
Mazamari,
Santa Maria,SMG
Yurimaguas,YMS
Huanuco,HUU
Choclococha,
Nuevo Mundo,
Ancon,
Ventilla,
Ricran,
Intuto,
Manu,
Plaza Saposoa,SQU
Collique Bajo,
Orellana,
Orcopampa,
Contralmirante Villar,
Leon Velarde,
Atico,
Puerto Ocopa,
Puerto Breu,
Paramonga,
Pampa Hermosa,
Trismaje,
Pomacocha,
Palmas del Espino,
Pozuzo,
Huanacopampa,
Chachapoyas,CHH
Porvenir,
La Convencion,
Jaqui,
Requena,REQ
Qiruvilca,
Iquitos,IQT
Arequipa,AQP
San Rafael,
Chincha,
Imperial,
San Ramon,
Trujillo,TRU
Casma,
Sepahua,
San Francisco de Yeso,SQD
Siguas,
El Dorado,
Lamas,
Shapaja,
Pisco,PIO
Masisea,
Tarapoto,TPP
Shiringayoc,SYC
Nauta,
San Francisco,
Puerto Inca,
Tacna,TCQ
El Pato,
Toquepala,
Tournavista,
Puerto Maldonado,PEM
Tintay,
Huamachuco,
Piura,PIU
El Valor,
Vicco,
Caraveli,
Vitor,
Luya,
,TYL
Pacasmayo,
Yauca,
,NZA
Pachiza,
Cusco,CUZ
Chazuta,
Ibaiti,
Chapadao Do Sul,
Arroio Grande,
Santa Terezinha De Itaipu,
Agua Clara,
Bataipora,
Cruz Alta,
Amambai,
Andira,
Apucarana,APU
Passo Fundo,
Campo Grande,
Tapes,
Porto Murtinho,
Ribas Do Rio Pardo,
Campo Grande,
Camapua,
Bodoquena,
Castilho,
Sobradinho,
Camapua,
Aparecida Do Taboado,
Bento Goncalves,BGV
Corumba,
Bom Jesus,
Sonora,
Blumenau,BNU
Dois Irmaos Do Buriti,
Porto Alegre,
Bossoroca,
Bataguassu,
Bandeirantes,
Brasilandia,
Bataipora,
Porto Murtinho,
Bela Vista,
Sidrolandia,
Coxim,
Miranda,
Sapiranga,
Chapadao Do Sul,
Mundo Novo,
Chapadao Do Sul,
Bage,
Campo Largo,
Nova Andradina,
Coxim,
Rio Brilhante,
Concordia,CCI
Cassilandia,
Rio Brilhante,
Canela,QCN
Capao Do Leao,
Cornelio Procopio,CKO
Cacequi,
Marechal Candido Rondon,
Campo Grande,
Cianorte,
Santa Maria Das Barreiras,
Capivari Do Sul,
Corumba,
Passo Fundo,
Angelica,
Dionisio Cerqueira,
Dourados,
Corumba,
Santa Filomena,
Corumba,
Buriti Bravo,
Camapua,
Novo Horizonte Do Sul,
Ribeirao Goncalves,
Santana Do Livramento,
Baixa Grande Do Ribeiro,
Dourados,DOU
Vila Bela Da Santissima Trindade,
Miranda,
Nova Crixas,
Redencao,
Pedro Gomes,
Coxim,
Sorriso,
Camaqua,
Guiratinga,
Amambai,
Pedro Gomes,
Estrela,
Cajuru,
Pelotas,
Miranda,
Ribas Do Rio Pardo,
Agua Clara,
Ribas Do Rio Pardo,
Sao Sepe,
Angelica,
Erechim,ERM
Encruzilhada Do Sul,
Tambau,
Itaituba,
Corumba,
Pardinho,
Miranda,
Alegrete,
Espumoso,
Pinhao,
Francisco Beltrao,FBE
Amambai,
Foz Do Iguacu,
Nova Alvorada Do Sul,
Paranapoema,
Uberaba,
Ponta Pora,
Campo Grande,
Corumba,
Fronteiras,
Conselheiro Mairinck,
Caarapo,
Miranda,
Tres Lagoas,
Rio Brilhante,
Fronteira,
Sete Quedas,
Coxim,
Nova Fatima,
Garibaldi,
Guaratuba,
Aquidauana,
Tres Lagoas,
Ribas Do Rio Pardo,
Porto Murtinho,
Aquidauana,
Eldorado Do Sul,
Corumba,
Maracaju,
Bela Vista,
Iguatemi,
Sao Gabriel D`Oeste,
Brasilia,
Guapore,
Primavera Do Leste,
Rio Brilhante,
Santa Isabel Do Ivai,
Goio-Ere,
Aquidauana,
Guaira,QGA
Navirai,
Aquidauana,
Ivate,
Guapirama,
Itapora,
Corumba,
Antonio Joao,
Itaquirai,
Ponta Pora,
Ponta Pora,
Jussara,
Iguaracu,
Terenos,
Alta Floresta,
Aquidauana,
Itaquirai,
Paranhos,
Horizontina,
Agua Clara,
Dourados,
Nova Andradina,
Campo Grande,
Itaquirai,
Aquidauana,
Brasilandia,
Bela Vista,
Ijui,IJU
Quarai,
Candiota,
Porto Murtinho,
Itaqui,ITQ
Ibiruba,
Ibate,
Pantano Grande,
Ivinhema,
Miranda,
Taquarussu,
Guaicara,
Itupeva,
Joacaba,JCB
Sao Gabriel D`Oeste,
Guaiba,
Selviria,
Porto Murtinho,
Nova Andradina,
Jardim,
Nova Andradina,
Julio De Castilho,
Camapua,
Chapadao Do Sul,
Corumba,
Colorado,
Ribeirao Cascalheira,
Jaguarao,
Ribas Do Rio Pardo,
Inocencia,
Corumba,
Rio Brilhante,
Corumba,
Corumba,
Terra Roxa,
Corumba,
Aquidauana,
Inocencia,
Aquidauana,
Santa Monica,
Itaquirai,
Campo Grande,
Aral Moreira,
Cornelio Procopio,
Rio Branco Do Ivai,
Capao Da Canoa,
Amambai,
Campo Mourao,CBW
Campo Novo,
Anastacio,
Palotina,
Nova Crixas,
Parauna,
Cachoeira Do Sul,QDB
Sao Jose,
Curitibanos,QCR
Ponta Pora,
Cacoal,
Carneirinho,
Tangara Da Serra,
Carazinho,
Laguna,
Corumba,
Laguna Carapa,
Corumba,
Taquarussu,
Sao Luis Gonzaga,
Itirapina,
Flores De Goias,
Coxim,
Antonio Joao,
Lontras,
Loanda,
Porto Murtinho,
Laguna Carapa,
Ladario,
Laranjeiras Do Sul,
Alegrete,ALQ
Jardim,
Bela Vista,
Juti,
Ivinhema,
Nova Andradina,
Medianeira,
Anastacio,
Mafra,QMF
Capao Do Leao,
Bela Vista,
Maracaju,
Eldorado Do Sul,
Iguatemi,
Jacareacanga,
Itambe,
Manoel Ribas,
Aral Moreira,
Mostardas,
Pirassununga,
Peruibe,
Nova Resende,
Sao Miguel Do Iguacu,
Comodoro,
Miranda,
Navirai,
Sao Felix Do Araguaia,
Colombia,
Montenegro,QGF
Novo Hamburgo,QHV
Navirai,
Aquidauana,
Pedra Preta,
Nobres,
Guaranta Do Norte,
Joao Pinheiro,
Nonoai,
Nova Prata,
Nioaque,
Coxim,
Amambai,
Brotas,
Corumba,
Barreiras,
Caceres,
Corumba,
Miranda,
Sao Miguel Do Oeste,SQX
Monte Azul,
Arapongas,APX
Pederneiras,
Inocencia,
Londrina,
Lavras,
Tacuru,
Fernao,
Aparecida Do Taboado,
Aquidauana,
Alegrete,
Osorio,
Sao Romao,
Paracatu,
Urucuia,
Itaituba,
Nova Maringa,
Pato Branco,PTO
Cocalinho,
Comodoro,
Nobres,
Sao Jose Das Palmeiras,
Paranagua,PNG
Paranavai,PVI
Reserva Do Iguacu,
Porecatu,
Palmeira Da Missoes,
Porto Murtinho,
Paranaiba,PBB
Itapora,
Pelotas,
Santa Rosa Do Purus,
Porto Walter,
Palmas,
Palotina,
Marechal Thaumaturgo,
Manoel Urbano,
Corumba,
Comodoro,
Jordao,
Siqueira Campos,
Sete Quedas,
Sorriso,
Uirapuru,
Tanque Novo,
Mundo Novo,
Ribas Do Rio Pardo,
Monte Santo,
Ribas Do Rio Pardo,
Castro,QAC
Aquidauana,
Mimoso Do Oeste,
Nova Andradina,
Rio Brilhante,
Rio Brilhante,
Tacuru,
Realeza,
Castro Alves,
Laguna Carapa,
Anastacio,
Anastacio,
Nova Alvorada Do Sul,
Campo Alegre De Lourdes,
Deodapolis,
Bonito,
Rio Negrinho,
Navirai,
Dom Pedrito,
Rio Do Oeste,
Curua,
Sao Lourenco Do Sul,SQY
Ribeirao Cascalheira,
Rio Pardo,
Rosario Do Sul,
Bela Vista,
Sao Borja,QOJ
Santa Cruz Do Sul,CSU
Soledade,
Sao Gabriel,
Corumba,
Brasilandia,
Miranda,
Sao Joaquim,
Agua Clara,
Sao Francisco Do Sul,
Santiago,
Inocencia,
Corumba,
Nova Andradina,
Sertanopolis,
Sao Gabriel,
Tres Barras,
Andre Da Rocha,
Corumba,
Corumba,
Balsa Nova,
Porto Seguro,
Trombudo Central,
Iguatemi,
Tres Lagoas,
Araraquara,
Tres Passos,
Turvelandia,
Pedra Branca Do Amapari,
Taquarussu,
Camapua,
Cruzeiro Do Iguacu,
Sonora,
Ribas Do Rio Pardo,
Sao Jose Dos Pinhais,
Umuarama,UMU
Sidrolandia,
Santa Rita Do Pardo,
Tangara Da Serra,
Lagoa Da Confusao,
Uniao Da Vitoria,QVB
Guaira,
Itapura,
Sud Menucci,
Ladario,
Navirai,
Vacaria,
Quarto Centenario,
Tacuru,
Cerqueira Cesar,
Ponta Pora,
Ponta Pora,
Videira,VIA
Ponta Pora,
Navirai,
Caarapo,
Itapora,
Veranopolis,
Moncoes,
Santa Vitoria Do Palmar,CTQ
Laguna Carapa,
Lassance,
Conquista D`Oeste,
Corumba,
Pitangueiras,
Venancio Aires,
Costa Rica,
Inubia Paulista,
Frederico Westphalen,
Sao Carlos,
Santa Mariana,
Santa Isabel Do Para,
Londrina,
Caceres,
Navirai,
Santa Maria Das Barreiras,
Sorriso,
Rio Brilhante,
Cacapava Do Sul,
Cambara Do Sul,
Tomazinha,
Corumba,
Corumba,
Presidente Olegario,
Rancho Alegre,
Barao De Melgaco,
Barao De Melgaco,
Sarandi,
Nova Mutum,
Tabapora,
Tapura,
Miranda,
Jatei,
Altamira,
Presidente Castelo Branco,
Centro Novo,
Inocencia,
Portel,
Tome Acu,
Navirai,
Chapadao Do Sul,
Xanxere,AXE
Colniza,
Iturama,
Arapoti,AAG
Costa Rica,
Chapadao Do Sul,
Pau D`Arco,
Araputanga,
Monte Alegre De Minas,
Iguatemi,
Miranda,
Miranda,
Chapada Dos Guimaraes,
Carazinho,
Tres Lagoas,
Tres Lagoas,
Itapiranga,
Agua Clara,
Agua Clara,
Coxim,
Costa Rica,
Aral Moreira,
Corumba,
Corumba,
Coxim,
Corumba,
Agua Clara,
Tacuru,
Pedro Gomes,
Caracol,
Brasilandia,
Corumba,
Prudentopolis,
Jatei,
Bela Vista,
Santa Rosa,SRA
Centenario Do Sul,
Aguas De Santa Barbara,
Agua Clara,
Serra Nova Dourada,
Ponta Grossa,PGZ
Paranaiba,
Carneirinho,
Sonora,
Montevideo,
Artigas,ATI
Colonia,CYR
Carmelo,CAR
Durazno,DZO
Punta del Este,PDP
Mercedes,MER
Melo,MLZ
Montevideo,MVD
Maldonado,MDO
Paysandu,PDU
Jaguarao,
Rivera,RVY
Salto,STY
Tacuarembo,TAW
Treinta y Tres,TYT
Vichadero,VCH
El Roble,
,
,
,
Acarigua,AGV
,
Medano Alto,
Coco de Mono,
,
,
,
,
Anaco,AAO
,
Apurito,
,
,
Guayabal,LPJ
San Fernando de Atabapo,
,
,
,
,
,
,
Boca de Anaro,
Barcelona,BLA
,
,
,
La Cruz,
,
Barinas,BNS
,
Bocono,
,
Barquisimeto,BRM
,
,
,
,
Maracay,MYC
,
Bobures,
,
,
,
,CBL
,CXA
Cuenca de Unare,
Casigua El Cubo,CUV
,
,
San Carlos,
El Poblado,
Guarico,CLZ
Tinaco,
Canaima,CAJ
Carora,VCR
Carupano,CUP
,
Coro,CZE
Caracas,
,
,CUM
Cunaviche,
,
,
Las Campanas,
Carrizal,
,
,
,
,
Isla Los Roques,
,
Cordereno,
,
,
,
,
,
,
Bolivar,EOR
El Saman de Apure,
,
,
,
,
,
El Paraiso,
,
,
,
El Saman de Apure,
,
,
,
,
,EOZ
,
,
La Mosca,
,
La Carlota,
Guarico,
,
,
San Antonio de Caparo,
,
,
,
,
,GDO
,
,
,
,GUI
,
,
,
,
